Age,Number of Dependents,Population,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,CLTV,Churn,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check
68,0,277,0,54,45.43,2,72.1,3886.05,0.0,0,2453.22,6339.27,5,4277,0,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
78,0,4236,0,64,19.2,18,103.5,6548.65,0.0,0,1228.8,7777.45,3,5125,0,True,False,True,False,False,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False
68,0,44150,0,16,39.52,17,78.75,1218.25,0.0,0,632.32,1850.57,4,4351,0,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False
80,0,32562,3,3,39.51,17,74.6,239.05,0.0,30,118.53,387.58,5,3711,0,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
76,0,21728,5,27,3.43,21,83.85,2310.2,0.0,0,92.61,2402.81,5,5907,0,False,False,True,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,False
78,0,10470,0,35,31.64,7,99.05,3554.6,0.0,0,1107.4,4662.0,4,3484,0,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,False,False
74,0,11355,0,2,19.09,30,43.95,85.1,0.0,0,38.18,123.28,5,4057,0,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
76,0,43467,7,51,2.21,10,93.65,4839.15,0.0,0,112.71,4951.86,4,4163,0,True,False,True,True,False,True,True,False,False,False,True,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False
72,0,7527,0,57,9.1,16,79.75,4438.2,0.0,0,518.6999999999999,4956.9,4,5371,0,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,False
69,0,10558,9,62,24.62,29,79.95,4819.75,0.0,0,1526.44,6346.1900000000005,4,6488,0,False,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,True,False
69,0,13129,0,6,48.32,11,79.7,497.6,0.0,0,289.92,787.52,5,2893,0,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
68,0,36057,0,71,3.91,12,99.65,7181.25,0.0,0,277.61,7458.86,4,5448,0,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,True,False
79,0,44692,0,67,28.88,11,64.55,4250.1,0.0,0,1934.96,6185.06,3,4494,0,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,False,False
72,0,29283,0,35,10.73,3,108.35,3726.15,0.0,0,375.55,4101.7,3,5139,0,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False
78,0,1564,8,72,0.0,26,63.1,4685.55,0.0,0,0.0,4685.55,3,4933,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False
80,0,3499,4,34,29.66,29,85.2,2874.45,0.0,0,1008.44,3882.89,5,5393,0,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False
23,3,1957,0,28,4.89,47,104.8,3046.05,0.0,0,136.92,3182.9700000000003,3,5003,1,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False
51,1,27866,0,34,21.69,28,106.35,3549.25,0.0,0,737.46,4286.71,2,2941,1,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False
26,0,23559,4,68,14.79,47,110.0,7611.85,0.0,0,1005.72,8617.57,2,5034,1,True,True,False,True,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False
21,2,67354,0,3,14.6,71,74.4,229.55,8.74,0,43.8,264.61,1,4415,1,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
27,0,3699,6,25,0.0,48,58.6,1502.65,4.48,0,0.0,1498.17,1,4190,1,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,True,False
64,0,24660,0,1,0.0,22,35.45,35.45,0.0,0,0.0,35.45,3,2301,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False
45,0,30173,0,2,46.84,3,44.35,81.25,0.0,0,93.68,174.93,3,2570,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
53,0,58639,0,8,48.14,18,71.15,563.65,0.0,0,385.12,948.77,1,2662,1,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False
63,0,55486,0,1,14.12,24,45.65,45.65,0.0,0,14.12,59.77,1,2600,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32,4,43467,0,7,20.52,28,95.0,655.5,36.6,10,143.64,772.54,1,2786,1,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
42,1,41067,0,4,33.5,27,70.9,273.0,8.74,0,134.0,398.26,1,4287,1,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
26,3,26753,1,2,11.51,53,104.4,242.8,45.44,0,23.02,220.38,3,4690,1,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False
54,0,21990,0,1,0.0,27,29.95,29.95,0.0,0,0.0,29.95,1,4534,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
51,2,17015,0,8,25.73,19,84.5,662.65,33.21,0,205.84,835.28,2,2152,1,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
29,0,9864,4,1,0.0,29,24.8,24.8,0.0,0,0.0,24.8,1,4851,1,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False
41,0,84965,3,2,30.19,16,44.6,80.55,0.0,0,60.38,140.93,2,4884,1,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
60,0,69974,0,1,0.0,29,24.8,24.8,0.0,0,0.0,24.8,2,5087,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30,0,36057,0,1,44.59,41,70.6,70.6,0.0,0,44.59,115.19,2,3338,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
51,0,61623,1,5,42.29,16,85.4,401.1,45.37,0,211.45,567.1800000000001,3,3676,1,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
41,0,30635,1,1,19.15,18,70.0,70.0,0.0,10,19.15,99.15,3,4094,1,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30,0,34902,0,5,5.78,52,80.6,415.55,36.44,40,28.9,448.01,2,5715,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
55,0,34902,1,38,42.14,19,80.3,3058.65,0.0,0,1601.32,4659.97,1,2071,1,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False
63,0,34902,1,68,29.18,18,75.8,5293.95,0.0,90,1984.24,7368.19,3,4903,1,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,True,False,True,False,False
47,0,34902,0,2,10.53,8,90.4,168.2,0.0,0,21.06,189.26,3,4157,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
26,0,34902,5,4,28.77,19,84.8,371.9,0.0,0,115.08,486.98,3,4939,1,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False
54,0,34902,0,5,20.86,8,96.5,492.55,0.0,0,104.3,596.85,3,5383,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False
22,0,34902,0,2,40.43,27,85.65,181.5,0.0,0,80.86,262.36,1,3878,1,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
48,0,34902,1,25,8.91,10,104.95,2566.5,0.0,0,222.75,2789.25,3,3642,1,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False
26,0,34902,0,1,14.78,59,50.65,50.65,0.0,0,14.78,65.42999999999999,1,2431,1,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
64,0,34902,0,1,8.56,24,90.85,90.85,0.0,0,8.56,99.41,3,3424,1,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False,False,True,True,False
63,0,34902,0,34,1.55,14,73.95,2524.45,0.0,0,52.7,2577.15,3,5795,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
30,0,34902,2,69,48.8,26,99.45,7007.6,0.0,0,3367.2,10374.8,3,4020,1,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,False,False,True,True,False
54,0,678,0,1,29.78,13,69.55,69.55,0.0,0,29.78,99.33,1,2792,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
58,0,23,1,28,16.85,13,81.05,2227.1,0.0,0,471.80000000000007,2698.9,1,5201,1,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False
21,0,5256,3,4,9.56,48,101.15,385.9,0.0,0,38.24,424.14,1,4417,1,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False
60,0,12463,3,13,19.05,27,55.95,734.35,0.0,0,247.65,982.0,1,4498,1,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
52,0,5395,0,24,49.3,20,80.25,1861.5,0.0,0,1183.1999999999998,3044.7,1,4418,1,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
40,0,63235,0,15,4.67,28,69.0,994.8,0.0,0,70.05,1064.85,1,5671,1,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
51,0,42425,0,22,0.0,16,43.75,903.6,0.0,0,0.0,903.6,3,3099,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False
49,0,1005,0,12,16.07,14,99.7,1238.45,0.0,0,192.84,1431.29,1,2538,1,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False
47,0,18161,0,23,27.61,23,75.6,1758.6,0.0,0,635.03,2393.63,1,2115,1,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
22,0,13151,2,34,23.09,52,100.05,3480.0,0.0,20,785.06,4285.06,3,2568,1,True,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,True,False,False
51,0,41062,0,1,30.52,30,85.0,85.0,0.0,0,30.52,115.52,3,5679,1,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False
33,0,59176,0,10,5.92,11,86.05,834.1,0.0,0,59.2,893.3000000000001,3,2966,1,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
52,0,56517,0,13,0.0,17,45.55,597.0,0.0,0,0.0,597.0,3,4856,1,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False
29,0,42663,5,39,40.25,19,86.3,3266.0,0.0,0,1569.75,4835.75,1,3364,1,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False
31,0,4242,0,32,1.49,21,80.35,2596.15,0.0,0,47.68,2643.83,1,5974,1,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
44,0,58157,0,35,10.49,17,100.25,3527.6,0.0,0,367.15,3894.75,3,2744,1,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True,False,False,True,False,False
52,0,22443,0,12,36.24,30,61.65,713.75,0.0,0,434.88,1148.63,1,5670,1,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True
32,0,32899,1,9,0.0,9,29.95,248.95,0.0,10,0.0,258.95,2,2573,1,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
20,0,46894,1,9,6.35,69,65.0,663.05,0.0,0,57.15,720.1999999999999,1,3983,1,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True
26,0,2872,1,10,2.02,82,85.25,855.3,0.0,100,20.2,975.5,3,3573,1,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
38,0,1954,0,1,42.46,27,89.55,89.55,0.0,0,42.46,132.01,2,4996,1,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False
57,0,18036,0,1,5.55,13,45.7,45.7,0.0,0,5.55,51.25,3,2295,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
23,0,13333,0,1,22.16,47,74.6,74.6,0.0,10,22.16,106.76,3,3860,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
48,0,1873,0,4,0.0,16,24.25,96.05,0.0,0,0.0,96.05,2,2038,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
52,0,293,0,2,7.64,27,69.65,145.15,0.0,0,15.28,160.43,2,2323,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
23,0,46171,0,1,32.86,58,75.05,75.05,0.0,0,32.86,107.91,2,4838,1,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
19,0,266,0,2,0.0,76,34.7,62.25,0.0,0,0.0,62.25,1,3146,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False
48,0,15177,1,1,35.71,3,80.0,80.0,0.0,0,35.71,115.71,1,2046,1,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
63,0,47224,0,3,26.52,10,75.1,270.7,0.0,0,79.56,350.26,3,4965,1,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
54,0,47224,0,25,26.81,12,79.85,2015.35,0.0,0,670.25,2685.6,2,4535,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False
51,0,47224,0,10,27.57,13,98.55,1008.55,0.0,0,275.7,1284.25,1,3658,1,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False
24,0,46171,1,33,41.8,41,95.8,3036.75,0.0,60,1379.4,4476.15,2,4161,1,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False
58,0,1852,0,62,22.64,9,96.75,6125.4,0.0,0,1403.68,7529.08,2,5016,1,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,True,False,False
54,0,28434,1,40,22.56,4,101.3,4113.1,0.0,0,902.4,5015.5,1,2576,1,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False
27,0,49247,0,1,49.43,48,69.55,69.55,0.0,0,49.43,118.98,2,3042,1,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
20,0,48690,0,58,44.5,47,103.25,6017.65,0.0,0,2581.0,8598.65,1,6105,1,True,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,True,False,True,False,False
25,0,571,0,70,12.19,42,104.0,7250.15,0.0,0,853.3,8103.45,1,4544,1,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False
62,0,9780,0,2,24.05,27,86.2,178.7,0.0,0,48.1,226.8,3,2969,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,True
21,0,343,1,60,33.25,52,90.95,5453.4,0.0,0,1995.0,7448.4,3,4111,1,True,True,False,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False
58,0,2633,1,50,29.43,14,108.55,5610.7,0.0,0,1471.5,7082.2,2,4274,1,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False
45,0,31180,0,1,32.44,12,44.4,44.4,0.0,0,32.44,76.84,1,3522,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
21,0,6848,0,1,32.85,53,89.9,89.9,0.0,0,32.85,122.75,1,5951,1,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
41,0,48690,0,62,32.58,15,100.15,6413.65,0.0,0,2019.96,8433.609999999999,3,5600,1,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,True,False,False
58,0,13121,0,1,1.28,27,50.8,50.8,0.0,0,1.28,52.08,1,3718,1,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
55,0,14477,0,3,47.62,29,95.1,307.4,0.0,0,142.86,450.26,1,5861,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False
46,0,21759,1,4,14.3,2,80.6,319.15,0.0,0,57.2,376.35,3,3080,1,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
24,0,4602,0,59,6.91,52,85.55,5084.65,0.0,0,407.69,5492.339999999999,3,6304,1,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False
58,0,25566,0,60,0.0,5,50.8,3027.4,0.0,0,0.0,3027.4,2,4941,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False
48,0,32143,3,63,8.98,16,100.55,6215.35,0.0,0,565.74,6781.09,2,5413,1,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False
55,0,27822,6,50,42.21,14,103.85,5017.9,0.0,0,2110.5,7128.4,2,5812,1,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False
30,0,41698,0,1,15.44,51,90.55,90.55,0.0,60,15.44,165.99,2,2627,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
30,0,46677,0,71,49.42,53,108.05,7532.15,0.0,0,3508.82,11040.97,1,5200,1,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,False
51,0,33883,0,1,45.66,28,69.9,69.9,0.0,0,45.66,115.56,3,5367,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
41,0,16717,0,1,5.43,18,86.6,86.6,0.0,0,5.43,92.03,3,5228,1,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False
28,0,19815,0,35,45.14,41,85.3,2917.5,23.89,130,1579.9,4603.51,2,2455,1,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
61,0,26240,0,34,4.66,21,70.0,2416.1,11.0,0,158.44,2563.54,2,2318,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
46,0,66472,0,7,48.36,15,95.35,660.9,34.29,0,338.52,965.13,2,3077,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,False,False
39,0,26022,1,32,33.57,26,99.55,3204.65,35.82,110,1074.24,4353.07,1,5026,1,True,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False
62,0,15882,1,26,35.9,26,83.75,2070.6,0.0,0,933.4,3004.0,3,2404,1,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
55,0,6773,0,5,0.0,2,39.5,210.75,39.27,0,0.0,171.48,2,2863,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False
58,0,406,1,40,16.33,23,97.1,3706.95,41.85,0,653.1999999999999,4318.3,3,3099,1,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
26,0,16429,0,5,43.99,42,80.0,412.5,40.0,10,219.95,602.45,3,3937,1,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
49,0,24741,1,2,8.86,23,89.55,185.55,0.0,0,17.72,203.27,1,3851,1,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
54,0,11213,1,49,20.48,22,99.05,4853.75,14.24,0,1003.52,5843.030000000001,2,5157,1,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,False
42,0,66,0,2,14.7,13,49.05,91.1,0.0,40,29.4,160.5,1,2960,1,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
32,0,2147,0,7,9.25,29,98.05,713.0,0.0,0,64.75,777.75,1,2561,1,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,True,True,True,False,False,True,False,False
23,0,10520,0,41,21.56,59,114.5,4527.45,0.0,0,883.9599999999999,5411.41,1,3038,1,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False
51,0,857,0,2,17.33,14,80.95,171.15,0.0,0,34.66,205.81,3,3533,1,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False
21,0,36631,1,3,29.29,52,56.15,168.15,0.0,0,87.87,256.02,1,2539,1,True,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True
59,0,52334,0,4,39.68,18,94.4,387.2,0.0,0,158.72,545.92,1,4249,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False
23,0,37570,0,7,21.58,71,74.65,544.55,0.0,10,151.06,705.6099999999999,3,3331,1,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
51,0,9657,1,14,20.4,30,64.7,941.0,0.0,0,285.6,1226.6,1,4049,1,False,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
32,0,19109,0,2,38.51,25,95.15,196.9,0.0,0,77.02,273.92,2,2414,1,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False
54,0,6317,4,13,45.6,11,96.65,1162.85,0.0,0,592.8000000000001,1755.65,1,5295,1,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,False,True
41,0,3148,0,1,0.0,6,31.35,31.35,0.0,80,0.0,111.35,2,3605,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
57,0,45755,0,12,14.38,6,89.75,1052.4,0.0,0,172.56,1224.96,3,5671,1,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False
33,0,11266,9,60,47.4,29,94.4,5610.25,0.0,0,2844.0,8454.25,2,4990,1,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False
55,0,27808,0,6,20.36,10,109.9,669.45,0.0,0,122.16,791.61,1,5750,1,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,False,True,True,False
42,0,167,0,15,45.92,12,101.35,1553.95,0.0,0,688.8000000000001,2242.75,2,3025,1,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,False
19,0,10159,0,1,33.48,59,60.15,60.15,0.0,20,33.48,113.63,3,4611,1,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
31,0,1055,0,7,35.91,27,90.45,593.45,0.0,0,251.37,844.82,2,5356,1,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
48,0,683,1,53,15.77,9,94.25,4867.95,0.0,0,835.81,5703.76,3,5414,1,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False
26,0,10226,0,1,1.84,76,74.9,74.9,0.0,0,1.84,76.74000000000001,3,2548,1,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
34,0,1278,0,1,32.92,3,80.25,80.25,0.0,0,32.92,113.17,2,2502,1,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
58,0,52872,1,17,44.97,11,69.0,1149.65,0.0,0,764.49,1914.14,2,3368,1,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
